type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	39.010429941	126.249021407	261.5			
T	39.010429607	126.248969057	261.9			
T	39.010429273	126.248916743	262.3			
T	39.010428940	126.248864466	262.2			
T	39.010428644	126.248818027	261.7			
T	39.010428311	126.248765818	261.1			
T	39.010427920	126.248713637	260.5			
T	39.010428448	126.248661646	259.9			
T	39.010429221	126.248609622	259.3			
T	39.010429909	126.248563308	258.0			
T	39.010430685	126.248511125	256.6			
T	39.010431461	126.248458859	255.1			
T	39.010432238	126.248406508	253.7			
T	39.010433017	126.248354074	252.2			
T	39.010433797	126.248301555	250.7			
T	39.010434491	126.248254800	249.4			
T	39.010435274	126.248202121	247.9			
T	39.010436058	126.248149355	246.4			
T	39.010436843	126.248096505	244.9			
T	39.010437632	126.248043572	243.5			
T	39.010438673	126.247996261	242.8			
T	39.010440381	126.247942611	242.0			
T	39.010442094	126.247888772	241.1			
T	39.010443814	126.247834742	240.3			
T	39.010445540	126.247780522	239.4			
T	39.010447269	126.247726107	238.2			
T	39.010448819	126.247677581	237.1			
T	39.010450561	126.247622803	235.9			
T	39.010452311	126.247567829	234.7			
T	39.010454067	126.247512660	233.5			
T	39.010455829	126.247457293	231.9			
T	39.010457400	126.247407912	230.3			
T	39.010459275	126.247352050	228.6			
T	39.010461715	126.247295290	226.9			
T	39.010464527	126.247237802	225.1			
T	39.010467354	126.247179986	222.8			
T	39.010470198	126.247121842	220.2			
T	39.010472739	126.247069880	218.0			
T	39.010475612	126.247011107	215.4			
T	39.010478511	126.246951996	212.7			
T	39.010481418	126.246892547	209.9			
T	39.010484343	126.246832754	207.1			
T	39.010486956	126.246779316	204.5			
T	39.010489849	126.246718947	201.6			
T	39.010492684	126.246658419	198.9			
T	39.010496058	126.246596546	196.9			
T	39.010499646	126.246533913	194.9			
T	39.010503260	126.246470839	192.9			
T	39.010506494	126.246414404	191.1			
T	39.010510154	126.246350488	189.0			
T	39.010513845	126.246286120	186.7			
T	39.010517558	126.246221296	184.4			
T	39.010521298	126.246156008	182.1			
T	39.010525064	126.246090254	179.9			
T	39.010527566	126.246033448	178.4			
T	39.010530384	126.245969210	176.6			
T	39.010533984	126.245902788	174.9			
T	39.010537793	126.245835444	173.1			
T	39.010541630	126.245767616	170.9			
T	39.010545060	126.245706909	169.0			
T	39.010548965	126.245638164	166.7			
T	39.010552876	126.245568912	164.5			
T	39.010556822	126.245499155	161.5			
T	39.010560698	126.245429172	158.5			
T	39.010563980	126.245360468	155.5			
T	39.010566905	126.245299043	152.8			
T	39.010570227	126.245229548	149.8			
T	39.010573567	126.245159633	146.7			
T	39.010405822	126.250695043	242.7			
T	39.010406035	126.250642407	242.2			
T	39.010406225	126.250595599	241.8			
T	39.010406438	126.250542918	241.3			
T	39.010406652	126.250490212	240.6			
T	39.010406865	126.250437483	240.0			
T	39.010407083	126.250384733	239.3			
T	39.010407296	126.250331957	238.7			
T	39.010407486	126.250285024	238.1			
T	39.010407700	126.250232203	237.8			
T	39.010407914	126.250179357	237.5			
T	39.010408128	126.250126487	237.3			
T	39.010408290	126.250073507	237.1			
T	39.010406991	126.250024064	236.9			
T	39.010405534	126.249968604	237.9			
T	39.010404081	126.249913316	239.9			
T	39.010402633	126.249858199	241.9			
T	39.010401189	126.249803252	243.8			
T	39.010399750	126.249748475	245.8			
T	39.010398473	126.249699921	247.5			
T	39.010397042	126.249645462	249.4			
T	39.010395616	126.249591170	251.2			
T	39.010394193	126.249537044	253.1			
T	39.010392776	126.249483085	255.0			
T	39.010391362	126.249429290	256.6			
T	39.010390318	126.249381803	257.3			
T	39.010390013	126.249329291	258.1			
T	39.010389709	126.249276813	258.8			
T	39.010389406	126.249224370	259.6			
T	39.010389102	126.249171962	260.3			
T	39.010388832	126.249125406	260.7			
T	39.010388529	126.249073063	261.1			
T	39.010388224	126.249020751	261.6			
T	39.010387921	126.248968477	262.0			
T	39.010387619	126.248916237	262.4			
T	39.010387316	126.248864032	262.4			
T	39.010387047	126.248817656	261.9			
T	39.010386745	126.248765516	261.4			
T	39.010386444	126.248713409	260.9			
T	39.010386892	126.248661462	260.3			
T	39.010387603	126.248609496	259.8			
T	39.010388236	126.248563236	258.6			
T	39.010388949	126.248511118	257.2			
T	39.010389663	126.248458919	255.8			
T	39.010390379	126.248406638	254.5			
T	39.010391097	126.248354276	253.1			
T	39.010391839	126.248301829	251.6			
T	39.010392503	126.248255137	250.2			
T	39.010393250	126.248202529	248.7			
T	39.010393999	126.248149836	247.1			
T	39.010394749	126.248097056	245.5			
T	39.010395500	126.248044192	244.1			
T	39.010396486	126.247996955	243.5			
T	39.010398117	126.247943379	242.7			
T	39.010399754	126.247889615	241.9			
T	39.010401397	126.247835661	241.1			
T	39.010403045	126.247781517	240.3			
T	39.010404699	126.247727182	239.2			
T	39.010406180	126.247678722	238.1			
T	39.010407842	126.247624022	236.9			
T	39.010409513	126.247569126	235.6			
T	39.010411190	126.247514035	234.4			
T	39.010412873	126.247458748	232.7			
T	39.010414374	126.247409438	231.1			
T	39.010416066	126.247353768	229.3			
T	39.010418374	126.247297135	227.4			
T	39.010421059	126.247239738	225.5			
T	39.010423759	126.247182017	223.3			
T	39.010426474	126.247123968	220.8			
T	39.010428901	126.247072091	218.6			
T	39.010431651	126.247013421	216.1			
T	39.010434414	126.246954403	213.6			
T	39.010437190	126.246895053	210.8			
T	39.010439982	126.246835361	208.0			
T	39.010442478	126.246782012	205.4			
T	39.010445300	126.246721666	202.6			
T	39.010448050	126.246661123	199.8			
T	39.010451242	126.246599410	197.7			
T	39.010454669	126.246536880	195.6			
T	39.010458119	126.246473913	193.5			
T	39.010461207	126.246417571	191.6			
T	39.010464704	126.246353766	189.5			
T	39.010468227	126.246289508	187.3			
T	39.010471772	126.246224794	185.1			
T	39.010475344	126.246159619	182.8			
T	39.010478940	126.246093980	180.6			
T	39.010482001	126.246035638	178.9			
T	39.010484693	126.245971463	177.1			
T	39.010488104	126.245905189	175.2			
T	39.010491745	126.245837916	173.4			
T	39.010495413	126.245770159	171.3			
T	39.010498690	126.245709517	169.4			
T	39.010502428	126.245640846	167.2			
T	39.010506165	126.245571669	165.0			
T	39.010509938	126.245501988	162.1			
T	39.010513737	126.245431797	158.8			
T	39.010517245	126.245362066	155.7			
T	39.010520041	126.245300677	152.9			
T	39.010523220	126.245231223	149.9			
T	39.010526416	126.245161348	146.8			
T	39.010364714	126.250695455	242.5			
T	39.010364910	126.250642789	242.0			
T	39.010365084	126.250595955	241.7			
T	39.010365279	126.250543245	241.2			
T	39.010365475	126.250490513	240.5			
T	39.010365670	126.250437757	239.9			
T	39.010365868	126.250384977	239.3			
T	39.010366064	126.250332176	238.7			
T	39.010366238	126.250285222	238.1			
T	39.010366434	126.250232379	238.0			
T	39.010366630	126.250179511	237.9			
T	39.010366826	126.250126622	237.9			
T	39.010366958	126.250073605	237.8			
T	39.010365910	126.250024479	237.8			
T	39.010364588	126.249969118	238.8			
T	39.010363269	126.249913920	240.7			
T	39.010361954	126.249858885	242.6			
T	39.010360644	126.249804010	244.4			
T	39.010359336	126.249749297	246.2			
T	39.010358174	126.249700797	247.9			
T	39.010356875	126.249646386	249.8			
T	39.010355579	126.249592134	251.7			
T	39.010354286	126.249538040	253.6			
T	39.010352997	126.249484104	255.5			
T	39.010351713	126.249430324	257.1			
T	39.010350667	126.249382741	257.7			
T	39.010350188	126.249329995	258.3			
T	39.010349897	126.249277472	258.9			
T	39.010349606	126.249224984	259.6			
T	39.010349316	126.249172531	260.2			
T	39.010349058	126.249125935	260.6			
T	39.010348767	126.249073547	261.1			
T	39.010348475	126.249021191	261.6			
T	39.010348185	126.248968872	262.0			
T	39.010347896	126.248916588	262.5			
T	39.010347606	126.248864338	262.5			
T	39.010347348	126.248817922	262.1			
T	39.010347059	126.248765737	261.6			
T	39.010346772	126.248713586	261.2			
T	39.010346785	126.248661522	260.7			
T	39.010347432	126.248609532	260.2			
T	39.010348037	126.248563256	259.1			
T	39.010348720	126.248511120	257.8			
T	39.010349403	126.248458902	256.5			
T	39.010350087	126.248406604	255.2			
T	39.010350774	126.248354224	253.9			
T	39.010351461	126.248301764	252.4			
T	39.010352072	126.248255064	251.0			
T	39.010352760	126.248202450	249.4			
T	39.010353450	126.248149753	247.8			
T	39.010354140	126.248096974	246.2			
T	39.010354832	126.248044112	244.7			
T	39.010355591	126.247996967	244.1			
T	39.010356984	126.247943506	243.4			
T	39.010358502	126.247889787	242.7			
T	39.010360025	126.247835883	242.0			
T	39.010361552	126.247781795	241.2			
T	39.010363086	126.247727521	240.1			
T	39.010364453	126.247679120	239.0			
T	39.010365995	126.247624493	237.8			
T	39.010367543	126.247569677	236.6			
T	39.010369097	126.247514672	235.3			
T	39.010370656	126.247459476	233.6			
T	39.010372046	126.247410253	231.8			
T	39.010373615	126.247354695	229.9			
T	39.010375618	126.247298373	227.9			
T	39.010378106	126.247241141	225.9			
T	39.010380608	126.247183594	223.7			
T	39.010383123	126.247125731	221.4			
T	39.010385371	126.247074027	219.3			
T	39.010387912	126.247015557	216.9			
T	39.010390469	126.246956765	214.5			
T	39.010393099	126.246897551	211.7			
T	39.010395760	126.246837959	208.9			
T	39.010398138	126.246784700	206.4			
T	39.010400828	126.246724456	203.5			
T	39.010403534	126.246663863	200.6			
T	39.010406561	126.246602265	198.5			
T	39.010409826	126.246539839	196.3			
T	39.010413115	126.246476977	194.1			
T	39.010416057	126.246420731	192.1			
T	39.010419390	126.246357032	189.9			
T	39.010422747	126.246292885	187.8			
T	39.010426127	126.246228282	185.7			
T	39.010429530	126.246163220	183.5			
T	39.010432958	126.246097694	181.4			
T	39.010436026	126.246039055	179.6			
T	39.010439082	126.245973713	177.6			
T	39.010442308	126.245907585	175.6			
T	39.010445783	126.245840383	173.6			
T	39.010449283	126.245772699	171.6			
T	39.010452415	126.245712127	169.8			
T	39.010455980	126.245643523	167.7			
T	39.010459542	126.245574421	165.6			
T	39.010463141	126.245504815	162.6			
T	39.010466767	126.245434701	159.2			
T	39.010470419	126.245364075	155.8			
T	39.010473226	126.245302309	152.9			
T	39.010476262	126.245232896	149.7			
T	39.010479314	126.245163062	146.7			
T	39.010328663	126.250697097	242.3			
T	39.010328851	126.250644391	241.9			
T	39.010329018	126.250597522	241.5			
T	39.010329205	126.250544774	241.1			
T	39.010329394	126.250492002	240.5			
T	39.010329582	126.250439207	239.9			
T	39.010329772	126.250386387	239.2			
T	39.010329960	126.250333547	238.6			
T	39.010330127	126.250286559	238.1			
T	39.010330315	126.250233676	238.1			
T	39.010330504	126.250180769	238.2			
T	39.010330692	126.250127840	238.4			
T	39.010330847	126.250074831	238.5			
T	39.010329981	126.250025920	238.6			
T	39.010328773	126.249970609	239.6			
T	39.010327505	126.249915352	241.4			
T	39.010326242	126.249860258	243.2			
T	39.010324982	126.249805327	244.9			
T	39.010323726	126.249750556	246.6			
T	39.010322613	126.249702007	248.2			
T	39.010321361	126.249647538	250.2			
T	39.010320115	126.249593230	252.1			
T	39.010318873	126.249539080	254.1			
T	39.010317635	126.249485087	256.0			
T	39.010316400	126.249431252	257.6			
T	39.010315383	126.249383609	258.0			
T	39.010314827	126.249330716	258.6			
T	39.010314452	126.249278060	259.1			
T	39.010314172	126.249225531	259.6			
T	39.010313893	126.249173038	260.1			
T	39.010313645	126.249126406	260.5			
T	39.010313366	126.249073978	261.0			
T	39.010313088	126.249021584	261.6			
T	39.010312807	126.248969224	262.1			
T	39.010312529	126.248916899	262.6			
T	39.010312250	126.248864610	262.7			
T	39.010312003	126.248818159	262.3			
T	39.010311726	126.248765935	261.9			
T	39.010311449	126.248713743	261.5			
T	39.010311461	126.248661640	261.0			
T	39.010311701	126.248609564	260.6			
T	39.010312282	126.248563274	259.5			
T	39.010312937	126.248511121	258.3			
T	39.010313593	126.248458888	257.1			
T	39.010314249	126.248406574	255.9			
T	39.010314909	126.248354178	254.7			
T	39.010315568	126.248301701	253.2			
T	39.010316155	126.248254987	251.7			
T	39.010316815	126.248202357	250.0			
T	39.010317477	126.248149644	248.4			
T	39.010318139	126.248096848	246.7			
T	39.010318811	126.248043967	245.3			
T	39.010319534	126.247996810	244.7			
T	39.010320605	126.247943507	244.0			
T	39.010322060	126.247889787	243.4			
T	39.010323520	126.247835883	242.7			
T	39.010324986	126.247781795	242.0			
T	39.010326456	126.247727521	240.9			
T	39.010327767	126.247679121	239.8			
T	39.010329246	126.247624493	238.6			
T	39.010330731	126.247569677	237.4			
T	39.010332221	126.247514672	236.1			
T	39.010333716	126.247459477	234.3			
T	39.010335050	126.247410253	232.5			
T	39.010336549	126.247354698	230.4			
T	39.010338420	126.247298462	228.3			
T	39.010340718	126.247241350	226.2			
T	39.010343117	126.247183814	224.0			
T	39.010345528	126.247125960	221.8			
T	39.010347683	126.247074266	219.8			
T	39.010350120	126.247015806	217.5			
T	39.010352572	126.246957024	215.1			
T	39.010355036	126.246897912	212.4			
T	39.010357514	126.246838470	209.6			
T	39.010359728	126.246785353	207.1			
T	39.010362232	126.246725280	204.2			
T	39.010364750	126.246664867	201.4			
T	39.010367737	126.246603145	199.1			
T	39.010370763	126.246540976	196.8			
T	39.010373809	126.246478386	194.5			
T	39.010376534	126.246422395	192.5			
T	39.010379619	126.246359002	190.3			
T	39.010382724	126.246295181	188.3			
T	39.010385852	126.246230919	186.2			
T	39.010389001	126.246166216	184.1			
T	39.010392204	126.246100985	182.0			
T	39.010395138	126.246042437	180.2			
T	39.010398460	126.245976125	178.0			
T	39.010401671	126.245909711	175.9			
T	39.010404998	126.245842572	173.8			
T	39.010408349	126.245774952	171.9			
T	39.010411348	126.245714437	170.1			
T	39.010414745	126.245645895	168.1			
T	39.010418172	126.245576863	166.1			
T	39.010421619	126.245507324	163.0			
T	39.010425090	126.245437277	159.5			
T	39.010428586	126.245366720	156.0			
T	39.010431671	126.245303768	152.8			
T	39.010434560	126.245234381	149.6			
T	39.010437485	126.245164584	146.5			
T	39.010288103	126.250699120	242.1			
T	39.010288219	126.250646197	241.7			
T	39.010288379	126.250599289	241.4			
T	39.010288558	126.250546496	240.9			
T	39.010288737	126.250493680	240.4			
T	39.010288917	126.250440841	239.8			
T	39.010289102	126.250387979	239.2			
T	39.010289278	126.250335093	238.6			
T	39.010289437	126.250288065	238.1			
T	39.010289617	126.250235137	238.3			
T	39.010289797	126.250182186	238.6			
T	39.010289977	126.250129213	238.9			
T	39.010290151	126.250076212	239.2			
T	39.010289324	126.250027256	239.5			
T	39.010288393	126.249972289	240.5			
T	39.010287184	126.249916967	242.2			
T	39.010285978	126.249861808	243.8			
T	39.010284776	126.249806811	245.5			
T	39.010283578	126.249751976	247.1			
T	39.010282516	126.249703369	248.6			
T	39.010281321	126.249648836	250.6			
T	39.010280133	126.249594464	252.6			
T	39.010278948	126.249540251	254.5			
T	39.010277766	126.249486196	256.5			
T	39.010276586	126.249432300	258.0			
T	39.010275606	126.249384587	258.4			
T	39.010275072	126.249331633	258.7			
T	39.010274541	126.249278750	259.1			
T	39.010274245	126.249226148	259.5			
T	39.010273978	126.249173609	259.8			
T	39.010273742	126.249126937	260.3			
T	39.010273476	126.249074464	260.9			
T	39.010273209	126.249022026	261.4			
T	39.010272942	126.248969620	262.0			
T	39.010272677	126.248917251	262.5			
T	39.010272412	126.248864917	262.6			
T	39.010272176	126.248818426	262.3			
T	39.010271911	126.248766157	261.9			
T	39.010271647	126.248713921	261.6			
T	39.010271658	126.248661774	261.2			
T	39.010271746	126.248609635	260.8			
T	39.010272031	126.248563294	259.8			
T	39.010272655	126.248511124	258.7			
T	39.010273279	126.248458872	257.6			
T	39.010273905	126.248406540	256.5			
T	39.010274534	126.248354126	255.4			
T	39.010275162	126.248301631	253.9			
T	39.010275721	126.248254901	252.4			
T	39.010276350	126.248202252	250.7			
T	39.010276980	126.248149521	249.0			
T	39.010277612	126.248096707	247.3			
T	39.010278252	126.248043807	245.9			
T	39.010278941	126.247996633	245.3			
T	39.010279942	126.247943317	244.8			
T	39.010281063	126.247889787	244.1			
T	39.010282453	126.247835884	243.5			
T	39.010283848	126.247781796	242.9			
T	39.010285248	126.247727521	241.8			
T	39.010286496	126.247679121	240.7			
T	39.010287903	126.247624494	239.5			
T	39.010289318	126.247569678	238.3			
T	39.010290737	126.247514673	237.0			
T	39.010292160	126.247459477	235.1			
T	39.010293429	126.247410254	233.2			
T	39.010294856	126.247354699	231.0			
T	39.010296633	126.247298461	228.8			
T	39.010298691	126.247241565	226.6			
T	39.010300954	126.247184060	224.4			
T	39.010303249	126.247126218	222.3			
T	39.010305300	126.247074534	220.3			
T	39.010307619	126.247016086	218.1			
T	39.010309948	126.246957313	215.9			
T	39.010312297	126.246898216	213.2			
T	39.010314655	126.246838786	210.4			
T	39.010316762	126.246785680	207.9			
T	39.010319145	126.246725619	205.0			
T	39.010321540	126.246665219	202.2			
T	39.010324476	126.246603309	199.8			
T	39.010327510	126.246540787	197.4			
T	39.010330410	126.246478191	195.0			
T	39.010333005	126.246422194	192.8			
T	39.010335942	126.246358794	190.7			
